name,distance,moving_time,elapsed_time,total_elevation_gain,sport_type,id,start_date_local,achievement_count,kudos_count,comment_count,photo_count,average_speed,max_speed,average_heartrate,max_heartrate,elev_high,elev_low,pr_count,data,duracao_atividade,ano,mes
Treinamento com peso vespertino,0.0,6254,6254,0.0,Treino com peso,11237658183,2024-04-18 17:09:55+00:00,0,1,0,0,0.0,0.0,100.9,138.0,0.0,0.0,0,18-04-2024,6254,2024,4
Treinamento com peso vespertino,0.0,5525,5525,0.0,Treino com peso,11237658257,2024-04-17 17:23:49+00:00,0,0,0,0,0.0,0.0,102.8,160.0,0.0,0.0,0,17-04-2024,5525,2024,4
Treino ao entardecer,0.0,469,469,0.0,Treino livre,11198150380,2024-04-16 18:15:32+00:00,0,2,0,0,0.0,0.0,110.2,136.0,0.0,0.0,0,16-04-2024,469,2024,4
Pedalada da tarde,0.0,1886,1886,0.0,Bicicleta,11198150407,2024-04-16 17:43:48+00:00,0,3,0,0,0.0,0.0,118.9,136.0,0.0,0.0,0,16-04-2024,1886,2024,4
Simulador de escada vespertino,0.0,1748,1748,0.0,Simulador de escadas,11198150564,2024-04-16 17:12:33+00:00,0,3,0,0,0.0,0.0,143.6,178.0,0.0,0.0,0,16-04-2024,1748,2024,4
Treino ao entardecer,0.0,1744,1744,0.0,Treino livre,11198150394,2024-04-12 18:19:26+00:00,0,0,0,0,0.0,0.0,114.9,149.0,0.0,0.0,0,12-04-2024,1744,2024,4
Treino vespertino,0.0,3182,3182,0.0,Treino livre,11198150586,2024-04-12 17:22:55+00:00,0,0,0,0,0.0,0.0,83.9,119.0,0.0,0.0,0,12-04-2024,3182,2024,4
Treinamento com peso vespertino,0.0,5418,5418,0.0,Treino com peso,11198150637,2024-04-11 17:13:18+00:00,0,0,0,0,0.0,0.0,96.5,141.0,0.0,0.0,0,11-04-2024,5418,2024,4
Treinamento com peso vespertino,0.0,4888,4888,0.0,Treino com peso,11157704804,2024-04-10 17:13:31+00:00,0,0,0,0,0.0,0.0,96.8,150.0,0.0,0.0,0,10-04-2024,4888,2024,4
Treinamento com peso vespertino,0.0,3968,3968,0.0,Treino com peso,11157704781,2024-04-09 17:10:46+00:00,0,0,0,0,0.0,0.0,97.8,136.0,0.0,0.0,0,09-04-2024,3968,2024,4
Treinamento com peso ao entardecer,0.0,3882,3882,0.0,Treino com peso,11157704796,2024-04-08 18:02:33+00:00,0,0,0,0,0.0,0.0,98.4,147.0,0.0,0.0,0,08-04-2024,3882,2024,4
Simulador de escada vespertino,0.0,3619,3619,0.0,Simulador de escadas,11157704776,2024-04-05 17:18:11+00:00,0,1,0,0,0.0,0.0,136.4,171.0,0.0,0.0,0,05-04-2024,3619,2024,4
Treinamento com peso vespertino,0.0,5037,5037,0.0,Treino com peso,11157704887,2024-04-04 17:11:28+00:00,0,0,0,0,0.0,0.0,94.8,137.0,0.0,0.0,0,04-04-2024,5037,2024,4
Treinamento com peso vespertino,0.0,768,768,0.0,Treino com peso,11157704700,2024-04-03 17:49:11+00:00,0,0,0,0,0.0,0.0,137.3,153.0,0.0,0.0,0,03-04-2024,768,2024,4
Simulador de escada vespertino,0.0,1547,1547,0.0,Simulador de escadas,11157704731,2024-04-03 17:21:02+00:00,0,0,0,0,0.0,0.0,159.8,176.0,0.0,0.0,0,03-04-2024,1547,2024,4
Treinamento com peso vespertino,0.0,4442,4442,0.0,Treino com peso,11096640566,2024-04-02 17:16:11+00:00,0,1,0,0,0.0,0.0,95.6,131.0,0.0,0.0,0,02-04-2024,4442,2024,4
Treinamento com peso vespertino,0.0,6375,6375,0.0,Treino com peso,11096640703,2024-04-01 17:25:35+00:00,0,2,0,0,0.0,0.0,94.9,141.0,0.0,0.0,0,01-04-2024,6375,2024,4
Treinamento com peso matinal,0.0,5814,5814,0.0,Treino com peso,11096640686,2024-03-16 09:22:46+00:00,0,0,0,0,0.0,0.0,107.5,142.0,0.0,0.0,0,16-03-2024,5814,2024,3
Corrida ao entardecer,5.0088,2244,2298,43.7,Corrida,11096640741,2024-03-15 18:23:18+00:00,0,0,0,0,8.035200000000001,13.5684,140.3,168.0,845.7,802.4,0,15-03-2024,2244,2024,3
Treinamento com peso vespertino,0.0,5941,5941,0.0,Treino com peso,11096640700,2024-03-14 17:23:55+00:00,0,0,0,0,0.0,0.0,103.0,154.0,0.0,0.0,0,14-03-2024,5941,2024,3
Corrida ao entardecer,2.1723000000000003,867,894,31.3,Corrida,10954242440,2024-03-13 19:18:37+00:00,0,3,0,0,9.0216,12.708,99.6,110.0,808.6,786.1,0,13-03-2024,867,2024,3
Treinamento com peso vespertino,0.0,6491,6491,0.0,Treino com peso,10954042172,2024-03-12 17:23:45+00:00,0,0,0,0,0.0,0.0,99.3,146.0,0.0,0.0,0,12-03-2024,6491,2024,3
Corrida ao entardecer,7.004,2976,3029,57.2,Corrida,10939494262,2024-03-11 18:21:09+00:00,0,3,0,0,8.4708,15.7428,148.0,173.0,842.9,786.1,0,11-03-2024,2976,2024,3
Treinamento com peso matinal,0.0,4532,4532,0.0,Treino com peso,10939177862,2024-03-09 08:50:42+00:00,0,0,0,0,0.0,0.0,95.0,142.0,0.0,0.0,0,09-03-2024,4532,2024,3
Treinamento com peso vespertino,0.0,5277,5277,0.0,Treino com peso,10939177907,2024-03-07 17:17:02+00:00,0,0,0,0,0.0,0.0,96.9,149.0,0.0,0.0,0,07-03-2024,5277,2024,3
Treinamento com peso vespertino,0.0,4893,4893,0.0,Treino com peso,10939177945,2024-03-05 17:19:07+00:00,0,0,0,0,0.0,0.0,97.1,146.0,0.0,0.0,0,05-03-2024,4893,2024,3
All limits - Hi limits 🤘🏼😬,10.067200000000001,4074,4098,250.9,Corrida,10880643934,2024-03-03 08:03:49+00:00,0,5,0,0,8.8956,27.3888,166.6,186.0,1422.0,1319.1,0,03-03-2024,4074,2024,3
Corrida ao entardecer,7.0347,2747,2760,38.5,Corrida,10870414840,2024-03-01 18:20:14+00:00,1,4,0,0,9.2196,15.7176,147.7,168.0,815.0,787.2,1,01-03-2024,2747,2024,3
Treino vespertino,0.0,2433,2433,0.0,Treino livre,10870414786,2024-03-01 17:15:05+00:00,0,0,0,0,0.0,0.0,73.6,94.0,0.0,0.0,0,01-03-2024,2433,2024,3
Treinamento com peso vespertino,0.0,6726,6726,0.0,Treino com peso,10870414817,2024-02-29 17:11:42+00:00,0,1,0,0,0.0,0.0,105.0,182.0,0.0,0.0,0,29-02-2024,6726,2024,2
Fartlek ✊🏼,8.037600000000001,3229,3289,66.5,Corrida,10857760171,2024-02-28 18:11:27+00:00,0,5,0,0,8.9604,14.6988,152.9,179.0,845.0,787.2,0,28-02-2024,3229,2024,2
Treino vespertino,0.0,3001,3001,0.0,Treino livre,10850931327,2024-02-27 17:29:02+00:00,0,4,0,0,0.0,0.0,78.2,151.0,0.0,0.0,0,27-02-2024,3001,2024,2
Regenerando …,5.014399999999999,2365,2383,28.5,Corrida,10843714800,2024-02-26 18:18:42+00:00,0,4,0,0,7.632000000000001,11.610000000000001,154.5,188.0,815.2,786.1,0,26-02-2024,2365,2024,2
A primeira meia a gente não esquece 💪🏽💪🏽,21.096700000000002,7487,7501,14.4,Corrida,10833577774,2024-02-25 07:02:35+00:00,75,13,2,0,10.1448,16.6824,172.7,183.0,809.9,806.1,39,25-02-2024,7487,2024,2
Corrida da tarde,6.0145,2591,2616,56.6,Corrida,10822523245,2024-02-23 17:12:59+00:00,0,1,0,0,8.3556,11.2968,158.1,189.0,845.3,790.6,0,23-02-2024,2591,2024,2
10 km,12.0544,4417,4520,78.8,Corrida,10810344444,2024-02-21 17:15:44+00:00,3,1,0,0,9.8244,15.688799999999999,115.1,180.0,844.9,776.1,0,21-02-2024,4417,2024,2
Treinamento com peso vespertino,0.0,5880,5880,0.0,Treino com peso,10810344352,2024-02-20 17:16:22+00:00,0,0,0,0,0.0,0.0,95.7,165.0,0.0,0.0,0,20-02-2024,5880,2024,2
Regenerativo,5.0201,2138,2146,29.7,Corrida,10796503153,2024-02-19 18:18:28+00:00,0,4,0,0,8.4528,12.4416,140.1,172.0,814.8,786.1,0,19-02-2024,2138,2024,2
21 km - Rodagem,21.0167,8529,8628,187.3,Corrida,10785930244,2024-02-18 05:57:52+00:00,4,6,0,0,8.8704,17.046000000000003,142.4,161.0,879.1,776.0,2,18-02-2024,8529,2024,2
Corrida da tarde,9.7454,3881,4091,50.1,Corrida,10775589302,2024-02-16 17:12:53+00:00,1,1,0,0,9.0396,16.7076,145.4,176.0,845.4,812.5,1,16-02-2024,3881,2024,2
Treinamento com peso vespertino,0.0,4056,4056,0.0,Treino com peso,10775213428,2024-02-15 17:11:05+00:00,0,0,0,0,0.0,0.0,95.1,153.0,0.0,0.0,0,15-02-2024,4056,2024,2
10km 💨,13.064,4792,4967,82.0,Corrida,10763167433,2024-02-14 17:19:03+00:00,6,3,0,0,9.813600000000001,15.714,167.3,185.0,845.4,777.2,5,14-02-2024,4792,2024,2
Regenerativo,5.057300000000001,2311,2348,26.6,Corrida,10749631219,2024-02-12 17:48:54+00:00,0,1,0,0,7.876800000000001,10.9044,161.7,177.0,835.0,794.6,0,12-02-2024,2311,2024,2
18 km tranquilinho,18.0515,6877,7260,157.3,Corrida,10739560541,2024-02-11 06:08:40+00:00,5,2,0,0,9.450000000000001,16.5348,162.1,179.0,880.6,776.1,1,11-02-2024,6877,2024,2
Treinamento com peso ao entardecer,0.0,2029,2029,0.0,Treino com peso,10729878887,2024-02-09 18:45:39+00:00,0,0,0,0,0.0,0.0,110.1,139.0,0.0,0.0,0,09-02-2024,2029,2024,2
Tiros de 200m com elevação 😰💪🏽,8.0689,3931,4246,175.5,Corrida,10729879163,2024-02-09 17:24:28+00:00,0,1,0,0,7.3908,15.008399999999998,135.8,177.0,867.2,813.6,0,09-02-2024,3931,2024,2
Treinamento com peso vespertino,0.0,4744,4744,0.0,Treino com peso,10729360723,2024-02-08 17:14:04+00:00,0,0,0,0,0.0,0.0,100.7,160.0,0.0,0.0,0,08-02-2024,4744,2024,2
8 tiros 800 m e com chuvaaa 🌧🌧,11.048200000000001,4524,4775,73.8,Corrida,10718073868,2024-02-07 17:19:31+00:00,1,5,0,0,8.791200000000002,13.6836,141.5,180.0,850.0,811.2,0,07-02-2024,4524,2024,2
Treinamento com peso vespertino,0.0,6246,6246,0.0,Treino com peso,10717085773,2024-02-06 17:13:17+00:00,0,0,0,0,0.0,0.0,96.7,157.0,0.0,0.0,0,06-02-2024,6246,2024,2
Regenerativo,7.0275,3080,3146,68.9,Corrida,10703731422,2024-02-05 17:18:16+00:00,0,4,0,0,8.215200000000001,14.500799999999998,142.9,164.0,856.6,789.6,0,05-02-2024,3080,2024,2
Fartlek 11km 🏃🏼‍♀️🏃🏼‍♀️,11.087299999999999,4319,4377,72.1,Corrida,10692577966,2024-02-04 05:30:37+00:00,0,6,0,0,9.241200000000001,14.612400000000001,155.2,177.0,854.3,780.2,0,04-02-2024,4319,2024,2
Tiros 1km,7.823600000000001,2967,3203,20.2,Corrida,10683342808,2024-02-02 17:52:33+00:00,5,2,0,0,9.4932,15.303600000000001,157.1,181.0,816.2,811.7,1,02-02-2024,2967,2024,2
Corrida da tarde,1.0197,493,500,17.7,Corrida,10683342648,2024-02-02 17:42:33+00:00,0,1,0,0,7.444800000000001,10.332,141.8,164.0,831.6,813.2,0,02-02-2024,493,2024,2
Treinamento com peso vespertino,0.0,5420,5420,0.0,Treino com peso,10682806229,2024-02-01 17:15:15+00:00,0,0,0,0,0.0,0.0,101.0,171.0,0.0,0.0,0,01-02-2024,5420,2024,2
Corrida da tarde,9.0265,3568,3636,74.7,Corrida,10670386527,2024-01-31 17:16:45+00:00,0,2,0,0,9.107999999999999,17.5608,154.8,178.0,848.3,786.1,0,31-01-2024,3568,2024,1
Treinamento com peso vespertino,0.0,3949,3949,0.0,Treino com peso,10667110385,2024-01-30 17:14:49+00:00,0,0,0,0,0.0,0.0,96.5,170.0,0.0,0.0,0,30-01-2024,3949,2024,1
Regenerativo,6.0,2870,2870,0.0,Corrida,10659480986,2024-01-29 17:32:58+00:00,0,1,0,0,7.5276000000000005,7.5276000000000005,141.8,169.0,0.0,0.0,0,29-01-2024,2870,2024,1
Volta de Ascensão 🥵,8.7313,3793,3880,191.3,Corrida,10646396267,2024-01-28 08:15:27+00:00,1,6,0,0,8.2872,12.258,159.9,178.0,912.4,769.8,0,28-01-2024,3793,2024,1
Ida á Ascensão,8.703700000000001,3859,4056,167.9,Corrida,10646396264,2024-01-28 06:46:02+00:00,0,3,0,0,8.118,11.9952,149.1,176.0,912.4,769.8,0,28-01-2024,3859,2024,1
Treinamento com peso matinal,0.0,5503,5503,0.0,Treino com peso,10644779791,2024-01-27 09:05:00+00:00,0,1,0,0,0.0,0.0,103.2,165.0,0.0,0.0,0,27-01-2024,5503,2024,1
Tiros de 500 m 🥵,6.0138,2339,2615,16.3,Corrida,10635453036,2024-01-26 17:52:48+00:00,0,5,0,0,9.255600000000001,15.4044,143.2,182.0,816.1,812.6,0,26-01-2024,2339,2024,1
Corrida da tarde,0.51,155,155,0.0,Corrida,10635259271,2024-01-26 17:43:17+00:00,0,2,0,0,11.844000000000001,11.844000000000001,106.6,117.0,0.0,0.0,0,26-01-2024,155,2024,1
Corrida da tarde,0.5,180,180,0.0,Corrida,10635259269,2024-01-26 17:37:46+00:00,0,1,0,0,10.0008,10.0008,146.8,175.0,0.0,0.0,0,26-01-2024,180,2024,1
Corrida da tarde,2.02,945,945,0.0,Corrida,10635259293,2024-01-26 17:20:29+00:00,0,1,0,0,7.6968,7.6968,148.7,163.0,0.0,0.0,0,26-01-2024,945,2024,1
Treinamento com peso vespertino,0.0,4143,4143,0.0,Treino com peso,10630058143,2024-01-25 17:14:10+00:00,0,0,0,0,0.0,0.0,106.9,170.0,0.0,0.0,0,25-01-2024,4143,2024,1
Tiros de 100 m 🥵,7.7593000000000005,3663,3960,88.4,Corrida,10623144299,2024-01-24 17:32:36+00:00,0,5,0,0,7.6248,40.7664,136.2,172.0,845.4,812.1,0,24-01-2024,3663,2024,1
Treinamento com peso vespertino,0.0,4215,4215,0.0,Treino com peso,10622749596,2024-01-23 17:34:38+00:00,0,0,0,0,0.0,0.0,102.0,167.0,0.0,0.0,0,23-01-2024,4215,2024,1
Regenerativo,7.0393,3323,3384,76.7,Corrida,10609747308,2024-01-22 17:16:27+00:00,0,1,0,0,7.6248,10.8108,142.5,160.0,864.9,786.1,0,22-01-2024,3323,2024,1
Manhã de tiros 🤩,10.241200000000001,4428,4532,57.1,Corrida,10599442461,2024-01-21 05:51:24+00:00,0,5,0,0,8.3268,16.344,146.3,175.0,845.4,812.3,0,21-01-2024,4428,2024,1
Treinamento com peso matinal,0.0,8162,8162,0.0,Treino com peso,10598973268,2024-01-20 09:33:22+00:00,0,2,0,0,0.0,0.0,96.4,151.0,0.0,0.0,0,20-01-2024,8162,2024,1
Corrida ao entardecer,9.040799999999999,3599,3676,58.0,Corrida,10590692291,2024-01-19 18:15:51+00:00,1,4,0,0,9.0432,16.8012,159.2,178.0,845.4,784.9,0,19-01-2024,3599,2024,1
Treinamento com peso vespertino,0.0,3671,3671,0.0,Treino com peso,10590412220,2024-01-18 17:48:30+00:00,0,1,0,0,0.0,0.0,97.7,152.0,0.0,0.0,0,18-01-2024,3671,2024,1
Corrida ao entardecer,10.048200000000001,4130,4213,86.7,Corrida,10578901020,2024-01-17 18:26:45+00:00,0,6,0,0,8.758799999999999,13.5036,153.6,182.0,864.9,782.3,0,17-01-2024,4130,2024,1
Treinamento com peso vespertino,0.0,4810,4810,0.0,Treino com peso,10578384254,2024-01-16 17:56:59+00:00,0,1,0,0,0.0,0.0,100.5,148.0,0.0,0.0,0,16-01-2024,4810,2024,1
Bug do Strava 😂,5.0234,1627,2280,60.8,Corrida,10565924123,2024-01-15 18:19:47+00:00,0,3,0,0,11.116800000000001,42.4188,137.2,155.0,864.9,806.7,0,15-01-2024,1627,2024,1
Longuinho da semana,16.0461,6063,6146,122.4,Corrida,10555515551,2024-01-14 05:35:52+00:00,2,9,0,0,9.5292,17.3808,157.8,175.0,841.6,776.1,1,14-01-2024,6063,2024,1
Treinamento com peso matinal,0.0,5058,5058,0.0,Treino com peso,10550506452,2024-01-13 08:44:34+00:00,0,3,0,0,0.0,0.0,104.9,165.0,0.0,0.0,0,13-01-2024,5058,2024,1
Corrida ao entardecer,0.9691000000000001,620,810,0.0,Corrida,10546135053,2024-01-12 18:36:50+00:00,0,3,0,0,5.6268,9.5472,138.8,154.0,0.0,0.0,0,12-01-2024,620,2024,1
Treino de tiro 🔫🔝🏃🏼‍♀️,6.479100000000001,2376,2664,21.3,Corrida,10545977524,2024-01-12 17:51:44+00:00,5,3,0,0,9.8172,16.3836,149.9,182.0,820.5,811.5,2,12-01-2024,2376,2024,1
Treinamento com peso vespertino,0.0,5023,5023,0.0,Treino com peso,10545740677,2024-01-11 17:43:46+00:00,0,1,0,0,0.0,0.0,114.8,172.0,0.0,0.0,0,11-01-2024,5023,2024,1
Desaquecimento,0.5288999999999999,346,351,3.4,Corrida,10533862695,2024-01-10 18:59:36+00:00,0,1,0,0,5.5043999999999995,10.3392,132.3,145.0,812.9,808.7,0,10-01-2024,346,2024,1
Fartlek,10.0648,3941,4037,87.3,Corrida,10533862894,2024-01-10 17:51:39+00:00,1,2,0,0,9.1944,16.2972,144.5,180.0,864.9,777.9,1,10-01-2024,3941,2024,1
Treinamento com peso vespertino,0.0,4147,4147,0.0,Treino com peso,10533482534,2024-01-09 17:51:23+00:00,0,1,0,0,0.0,0.0,100.8,170.0,0.0,0.0,0,09-01-2024,4147,2024,1
Regenerativo,7.0278,3172,3195,59.4,Corrida,10520868452,2024-01-08 17:46:35+00:00,0,4,0,0,7.977600000000001,12.3588,149.7,165.0,845.4,786.1,0,08-01-2024,3172,2024,1
Treino 1 - 500 m,0.5,863,863,0.0,Natação,10512100067,2024-01-07 08:35:07+00:00,0,3,0,0,2.0844,0.0,0.0,0.0,0.0,0.0,0,07-01-2024,863,2024,1
Finalizando o longuinho,1.0219,453,460,15.8,Corrida,10510522900,2024-01-07 07:59:54+00:00,0,2,0,0,8.121599999999999,10.663200000000002,154.0,162.0,811.3,794.8,0,07-01-2024,453,2024,1
Dia de longuinho,14.119200000000001,5515,6115,95.4,Corrida,10510525233,2024-01-07 06:12:53+00:00,5,6,0,0,9.216000000000001,40.95,154.3,173.0,826.6,787.2,1,07-01-2024,5515,2024,1
Treinamento com peso matinal,0.0,5396,5396,0.0,Treino com peso,10509776874,2024-01-06 08:44:37+00:00,0,1,0,0,0.0,0.0,116.4,162.0,0.0,0.0,0,06-01-2024,5396,2024,1
Bug do Strava 😒,6.1312,2077,3250,81.9,Corrida,10501133714,2024-01-05 17:53:34+00:00,2,2,0,0,10.6272,39.402,143.6,175.0,842.2,812.5,2,05-01-2024,2077,2024,1
Treinamento com peso vespertino,0.0,5295,5295,0.0,Treino com peso,10500838084,2024-01-04 17:52:17+00:00,0,1,0,0,0.0,0.0,105.7,160.0,0.0,0.0,0,04-01-2024,5295,2024,1
Corrida ao entardecer,1.0068,526,537,13.3,Corrida,10488622779,2024-01-03 18:26:16+00:00,0,1,0,0,6.8904,10.5372,150.2,164.0,801.1,787.2,0,03-01-2024,526,2024,1
Bug do Strava 😟,5.4976,1477,2434,34.0,Corrida,10488622873,2024-01-03 17:45:21+00:00,1,3,0,0,13.3992,39.2904,157.3,178.0,845.3,790.3,1,03-01-2024,1477,2024,1
Corrida ao entardecer,2.15,935,935,0.0,Corrida,10488288861,2024-01-02 18:46:33+00:00,0,1,0,0,8.2764,8.2764,145.3,165.0,0.0,0.0,0,02-01-2024,935,2024,1
Treinamento com peso vespertino,0.0,3267,3267,0.0,Treino com peso,10488288899,2024-01-02 17:51:42+00:00,0,1,0,0,0.0,0.0,98.1,131.0,0.0,0.0,0,02-01-2024,3267,2024,1
Corrida ao entardecer,0.9354,434,512,15.4,Corrida,10447331564,2023-12-27 18:21:19+00:00,0,0,0,0,7.757999999999999,27.4284,159.7,169.0,803.6,787.6,0,27-12-2023,434,2023,12
Bug do Strava 🧐,6.0632,2136,2363,37.8,Corrida,10447331686,2023-12-27 17:41:26+00:00,2,1,0,0,10.2204,41.0328,153.3,177.0,848.9,784.9,1,27-12-2023,2136,2023,12
Treinamento com peso vespertino,0.0,5217,5217,0.0,Treino com peso,10442176856,2023-12-26 17:54:27+00:00,0,0,0,0,0.0,0.0,100.9,143.0,0.0,0.0,0,26-12-2023,5217,2023,12
1 km Desaquecimento,1.0055,711,722,10.5,Corrida,10436403501,2023-12-25 18:42:02+00:00,0,0,0,0,5.0904,10.0692,121.6,142.0,824.2,812.5,0,25-12-2023,711,2023,12
2km Aquecimento + 4 km run,6.0415,2337,2364,27.6,Corrida,10436403567,2023-12-25 18:01:15+00:00,0,1,0,0,9.306000000000001,15.065999999999999,161.9,181.0,831.8,802.0,0,25-12-2023,2337,2023,12
Corrida ao entardecer,7.273899999999999,3096,3147,58.1,Corrida,10421769321,2023-12-22 18:16:49+00:00,1,3,0,0,8.4564,18.2952,151.9,169.0,842.1,787.5,0,22-12-2023,3096,2023,12
Treinamento com peso vespertino,0.0,3896,3896,0.0,Treino com peso,10419697879,2023-12-21 17:27:11+00:00,0,0,0,0,0.0,0.0,108.2,178.0,0.0,0.0,0,21-12-2023,3896,2023,12
Aquecimento + 5km + Desaquecimento,6.059699999999999,2322,2344,53.0,Corrida,10412024907,2023-12-20 18:00:30+00:00,0,1,0,0,9.395999999999999,14.958000000000002,100.4,126.0,845.3,786.1,0,20-12-2023,2322,2023,12
Treinamento com peso vespertino,0.0,6978,6978,0.0,Treino com peso,10410019997,2023-12-19 17:56:48+00:00,0,0,0,0,0.0,0.0,108.1,155.0,0.0,0.0,0,19-12-2023,6978,2023,12
Aquecimento + 4km + Desaquecimento,5.0461,2061,2110,29.8,Corrida,10401761448,2023-12-18 18:12:41+00:00,0,3,0,0,8.8128,14.2524,143.9,167.0,814.8,786.1,0,18-12-2023,2061,2023,12
Aquecimento + 10km + Desaquecimento,10.9992,4230,4275,79.5,Corrida,10393139831,2023-12-17 05:37:56+00:00,4,4,0,0,9.360000000000001,14.904,151.8,172.0,817.2,781.3,2,17-12-2023,4230,2023,12
5km full,5.021100000000001,1717,1726,29.8,Corrida,10385934578,2023-12-15 18:31:18+00:00,3,5,0,0,10.5264,15.084000000000001,149.9,183.0,814.8,786.1,0,15-12-2023,1717,2023,12
Treinamento com peso ao entardecer,0.0,4295,4295,0.0,Treino com peso,10381859022,2023-12-14 18:05:48+00:00,0,1,0,0,0.0,0.0,98.8,136.0,0.0,0.0,0,14-12-2023,4295,2023,12
Aquecimento + 6km + Desaquecimento,7.777100000000001,3314,3385,79.0,Corrida,10376570146,2023-12-13 18:06:00+00:00,2,1,0,0,8.4492,19.4004,151.7,176.0,864.9,786.1,0,13-12-2023,3314,2023,12
Treinamento com peso vespertino,0.0,3828,3828,0.0,Treino com peso,10376569995,2023-12-12 17:54:49+00:00,0,0,0,0,0.0,0.0,94.8,128.0,0.0,0.0,0,12-12-2023,3828,2023,12
Regenerativo,4.982600000000001,2142,2158,30.9,Corrida,10376569997,2023-12-11 18:17:53+00:00,0,0,0,0,8.3736,14.497200000000001,162.7,178.0,816.1,787.5,0,11-12-2023,2142,2023,12
24ª Volta Internacional da Pampulha,18.6464,7046,7056,33.2,Corrida,10357863619,2023-12-10 06:36:41+00:00,38,12,0,0,9.5148,14.1948,174.4,187.0,834.3,805.8,38,10-12-2023,7046,2023,12
Treinamento com peso vespertino,0.0,2621,2621,0.0,Treino com peso,10355188299,2023-12-07 17:43:20+00:00,0,1,0,0,0.0,0.0,95.6,122.0,0.0,0.0,0,07-12-2023,2621,2023,12
Aquecimento + 10 km mantendo ritmo + Desaquecimento,12.4264,5143,5289,68.5,Corrida,10340438660,2023-12-06 17:53:37+00:00,1,3,0,0,8.6976,13.377600000000001,158.7,183.0,846.1,802.0,0,06-12-2023,5143,2023,12
Regenerativo,5.0167,2454,2476,29.5,Corrida,10329664127,2023-12-04 18:17:41+00:00,0,1,0,0,7.3584000000000005,11.170800000000002,140.1,181.0,817.2,786.2,0,04-12-2023,2454,2023,12
18 km / Sub 2 horas 🏃🏼‍♀️🏃🏼‍♀️,13.9845,5408,5534,155.3,Corrida,10320729869,2023-12-03 05:18:30+00:00,1,4,0,0,9.3096,15.6816,163.9,185.0,855.0,787.7,0,03-12-2023,5408,2023,12
Treinamento com peso matinal,0.0,2650,2650,0.0,Treino com peso,10320729121,2023-12-02 08:26:32+00:00,0,0,0,0,0.0,0.0,98.7,138.0,0.0,0.0,0,02-12-2023,2650,2023,12
Aquecimento + 8km mantendo ritmo + Desaquecimento,10.0195,4068,4223,72.8,Corrida,10313378909,2023-12-01 18:17:20+00:00,2,2,0,0,8.866800000000001,15.2064,156.9,185.0,846.1,781.4,0,01-12-2023,4068,2023,12
Treinamento com peso vespertino,0.0,4022,4022,0.0,Treino com peso,10312018517,2023-11-30 17:46:00+00:00,0,0,0,0,0.0,0.0,98.5,140.0,0.0,0.0,0,30-11-2023,4022,2023,11
Aquecimento + 8 X 800 M + Desaquecimento,9.1053,3666,4391,17.3,Corrida,10303355340,2023-11-29 18:06:08+00:00,2,5,0,0,8.942400000000001,15.0516,148.5,190.0,817.2,811.6,1,29-11-2023,3666,2023,11
Treinamento com peso vespertino,0.0,7091,7091,0.0,Treino com peso,10303355207,2023-11-28 16:20:31+00:00,0,1,0,0,0.0,0.0,109.2,156.0,0.0,0.0,0,28-11-2023,7091,2023,11
Regenerativo,7.041300000000001,2932,3018,79.4,Corrida,10292875474,2023-11-27 18:25:11+00:00,0,1,0,0,8.647200000000002,12.366,154.9,177.0,865.7,786.2,0,27-11-2023,2932,2023,11
Longuinho,11.1867,4588,4913,87.1,Corrida,10283589029,2023-11-26 06:27:01+00:00,1,3,0,0,8.776800000000001,14.601600000000001,157.5,183.0,849.1,787.6,0,26-11-2023,4588,2023,11
Corrida ao entardecer,6.605,2991,3182,61.9,Corrida,10275834372,2023-11-24 18:19:29+00:00,0,2,0,0,7.948800000000001,19.3572,151.7,178.0,840.9,808.3,0,24-11-2023,2991,2023,11
Treinamento com peso matinal,0.0,3798,3798,0.0,Treino com peso,10267793809,2023-11-23 08:32:31+00:00,0,0,0,0,0.0,0.0,111.1,154.0,0.0,0.0,0,23-11-2023,3798,2023,11
Corrida matinal,8.0174,3282,3418,44.7,Corrida,10261739261,2023-11-22 05:25:19+00:00,1,2,0,0,8.7948,13.644,162.6,179.0,830.2,787.6,0,22-11-2023,3282,2023,11
Treinamento com peso matinal,0.0,5965,5965,0.0,Treino com peso,10261718632,2023-11-21 09:46:25+00:00,0,0,0,0,0.0,0.0,104.5,157.0,0.0,0.0,0,21-11-2023,5965,2023,11
Corrida ao entardecer,7.0,3250,3250,0.0,Corrida,10253729408,2023-11-20 18:06:30+00:00,0,0,0,0,7.7543999999999995,7.7543999999999995,158.8,186.0,0.0,0.0,0,20-11-2023,3250,2023,11
Treinamento com peso matinal,0.0,5626,5626,0.0,Treino com peso,10253729270,2023-11-18 08:34:21+00:00,0,1,0,0,0.0,0.0,96.3,145.0,0.0,0.0,0,18-11-2023,5626,2023,11
Corrida ao entardecer,6.5646,2434,3484,42.9,Corrida,10236469246,2023-11-17 18:18:58+00:00,0,2,0,0,9.709200000000001,17.676000000000002,140.5,179.0,840.4,812.7,0,17-11-2023,2434,2023,11
Treinamento com peso vespertino,0.0,5501,5501,0.0,Treino com peso,10236468789,2023-11-16 17:54:23+00:00,0,0,0,0,0.0,0.0,106.9,141.0,0.0,0.0,0,16-11-2023,5501,2023,11
