name,distance,moving_time,elapsed_time,total_elevation_gain,sport_type,id,start_date_local,achievement_count,kudos_count,comment_count,photo_count,average_speed,max_speed,average_heartrate,max_heartrate,elev_high,elev_low,pr_count,data,duracao_atividade,ano,mes
Corrida matinal,6.3966,2470,2826,41.5,Corrida,10221652623,2023-11-15 06:12:05+00:00,0,4,0,0,9.324,14.4072,159.6,176.0,813.7,787.6,0,15-11-2023,2470,2023,11
Corrida matinal,3.7694,1660,1706,41.7,Corrida,10221652625,2023-11-15 05:42:17+00:00,0,2,0,0,8.1756,10.8936,162.9,179.0,849.1,811.6,0,15-11-2023,1660,2023,11
Treinamento com peso vespertino,0.0,5979,5979,0.0,Treino com peso,10220600893,2023-11-14 17:48:44+00:00,0,1,0,0,0.0,0.0,100.8,151.0,0.0,0.0,0,14-11-2023,5979,2023,11
Longuinho para aquecer as pernas 🚀,24.075400000000002,10670,11606,121.9,Corrida,10205206876,2023-11-12 05:48:01+00:00,1,8,3,0,8.121599999999999,15.786,156.5,188.0,755.0,700.5,0,12-11-2023,10670,2023,11
Corrida ao entardecer,10.017100000000001,3718,3770,44.5,Corrida,10196084839,2023-11-10 18:33:30+00:00,5,5,0,0,9.6984,15.292800000000002,167.9,180.0,845.5,777.6,1,10-11-2023,3718,2023,11
Corrida ao entardecer,0.991,522,529,30.7,Corrida,10196084614,2023-11-10 18:22:28+00:00,0,2,0,0,6.8328,10.458,147.8,162.0,845.4,813.4,0,10-11-2023,522,2023,11
Treinamento com peso vespertino,0.0,6284,6284,0.0,Treino com peso,10196084608,2023-11-09 17:45:18+00:00,0,1,0,0,0.0,0.0,112.9,161.0,0.0,0.0,0,09-11-2023,6284,2023,11
Corrida da tarde,6.9733,3185,3381,69.7,Corrida,10185298432,2023-11-08 17:59:45+00:00,0,4,0,0,7.880400000000001,16.9344,142.8,174.0,840.0,809.8,0,08-11-2023,3185,2023,11
Treinamento com peso vespertino,0.0,5723,5723,0.0,Treino com peso,10185297390,2023-11-07 17:52:46+00:00,0,2,0,0,0.0,0.0,106.3,163.0,0.0,0.0,0,07-11-2023,5723,2023,11
Corrida ao entardecer,7.0352,3196,3256,38.7,Corrida,10173856719,2023-11-06 18:19:34+00:00,0,0,0,0,7.9236,14.1984,142.7,159.0,814.6,781.5,0,06-11-2023,3196,2023,11
Dia de tiro 🚀🚀🚀,7.1293999999999995,3055,3224,45.1,Corrida,10163403161,2023-11-05 06:43:23+00:00,1,5,0,0,8.4024,15.465600000000002,153.4,179.0,833.0,796.4,0,05-11-2023,3055,2023,11
Corrida ao entardecer,10.2844,4077,4250,91.6,Corrida,10155415936,2023-11-03 18:15:02+00:00,4,4,0,0,9.0828,35.7588,157.5,181.0,865.7,781.4,1,03-11-2023,4077,2023,11
Corrida da tarde,10.037,4051,4128,86.3,Corrida,10144776914,2023-11-01 17:46:13+00:00,1,1,0,0,8.920800000000002,12.232800000000001,157.9,176.0,865.7,786.2,0,01-11-2023,4051,2023,11
Treinamento com peso ao entardecer,0.0,4942,4942,0.0,Treino com peso,10144775326,2023-10-31 18:04:27+00:00,0,0,0,0,0.0,0.0,102.3,137.0,0.0,0.0,0,31-10-2023,4942,2023,10
Corrida ao entardecer,5.0069,2496,2527,27.9,Corrida,10133447601,2023-10-30 18:16:45+00:00,0,2,0,0,7.2216,12.3804,159.7,183.0,815.4,786.2,0,30-10-2023,2496,2023,10
Longão 🏃🏼‍♀️🫶🏼,18.113400000000002,7734,8309,80.2,Corrida,10124671850,2023-10-29 05:45:04+00:00,2,4,0,0,8.4312,18.5148,156.1,171.0,778.8,729.5,1,29-10-2023,7734,2023,10
Treinamento com peso matinal,0.0,7796,7796,0.0,Treino com peso,10124670401,2023-10-28 09:22:09+00:00,0,1,0,0,0.0,0.0,99.1,150.0,0.0,0.0,0,28-10-2023,7796,2023,10
Corrida ao entardecer,7.8536,3320,3514,13.7,Corrida,10115441039,2023-10-27 18:23:15+00:00,0,1,0,0,8.5176,14.4648,152.2,180.0,816.1,811.6,0,27-10-2023,3320,2023,10
Treinamento com peso vespertino,0.0,6772,6772,0.0,Treino com peso,10115440790,2023-10-26 17:50:10+00:00,0,0,0,0,0.0,0.0,104.0,155.0,0.0,0.0,0,26-10-2023,6772,2023,10
Corrida ao entardecer,4.0,1791,1791,0.0,Corrida,10104769670,2023-10-25 18:29:03+00:00,0,2,0,0,8.0388,8.0388,153.8,179.0,0.0,0.0,0,25-10-2023,1791,2023,10
Corrida da tarde,4.5712,1960,2023,44.8,Corrida,10104769785,2023-10-25 17:49:28+00:00,0,3,0,0,8.395199999999999,14.576400000000001,151.5,180.0,841.1,812.2,0,25-10-2023,1960,2023,10
Treinamento com peso vespertino,0.0,9717,9717,0.0,Treino com peso,10104769747,2023-10-24 17:41:02+00:00,0,1,0,0,0.0,0.0,98.8,181.0,0.0,0.0,0,24-10-2023,9717,2023,10
Corrida ao entardecer,7.0061,2932,2965,45.0,Corrida,10092706163,2023-10-23 18:16:43+00:00,0,5,0,0,8.604000000000001,25.11,154.4,172.0,814.6,786.2,0,23-10-2023,2932,2023,10
Corrida Belgo Itaúna,4.9552,1768,1781,38.2,Corrida,10086845031,2023-10-22 08:05:21+00:00,8,4,0,0,10.0152,25.1892,167.9,183.0,856.7,818.2,5,22-10-2023,1768,2023,10
Corrida ao entardecer,8.0,3906,3906,0.0,Corrida,10074707547,2023-10-20 18:12:10+00:00,0,0,0,0,7.372800000000001,7.372800000000001,149.5,175.0,0.0,0.0,0,20-10-2023,3906,2023,10
Treinamento com peso vespertino,0.0,6171,6171,0.0,Treino com peso,10074707522,2023-10-19 17:55:27+00:00,0,0,0,0,0.0,0.0,101.9,147.0,0.0,0.0,0,19-10-2023,6171,2023,10
Corrida ao entardecer,5.0,2320,2320,0.0,Corrida,10063842894,2023-10-18 18:13:33+00:00,0,1,0,0,7.757999999999999,7.757999999999999,155.2,181.0,0.0,0.0,0,18-10-2023,2320,2023,10
Corrida da tarde,3.0178000000000003,1331,1372,53.0,Corrida,10063843161,2023-10-18 17:48:13+00:00,0,2,0,0,8.1612,12.0924,146.0,165.0,865.7,812.5,0,18-10-2023,1331,2023,10
Treinamento com peso vespertino,0.0,6902,6902,0.0,Treino com peso,10063284404,2023-10-17 17:48:12+00:00,0,0,0,0,0.0,0.0,98.9,166.0,0.0,0.0,0,17-10-2023,6902,2023,10
Corrida da tarde,13.1244,5278,5865,152.8,Corrida,10051631962,2023-10-16 17:46:31+00:00,2,4,0,0,8.9532,33.7176,158.5,173.0,865.7,781.4,1,16-10-2023,5278,2023,10
Treinamento com peso matinal,0.0,7900,7900,0.0,Treino com peso,10051227242,2023-10-14 08:20:37+00:00,0,0,0,0,0.0,0.0,101.4,151.0,0.0,0.0,0,14-10-2023,7900,2023,10
Corrida ao entardecer,8.3581,3466,3565,83.0,Corrida,10033478227,2023-10-13 18:09:21+00:00,0,2,0,0,8.6796,14.166,152.8,183.0,865.7,786.2,0,13-10-2023,3466,2023,10
Treino de velocidade 💪🏽💪🏽,6.0081999999999995,2655,2731,45.8,Corrida,10021827025,2023-10-11 17:45:07+00:00,0,3,0,0,8.1468,18.1908,150.5,178.0,846.1,812.7,0,11-10-2023,2655,2023,10
Treinamento com peso ao entardecer,0.0,6966,6966,0.0,Treino com peso,10021492755,2023-10-10 18:04:15+00:00,0,0,0,0,0.0,0.0,103.2,182.0,0.0,0.0,0,10-10-2023,6966,2023,10
Corrida ao entardecer,4.469600000000001,2123,2298,28.0,Corrida,10008938181,2023-10-09 18:09:10+00:00,0,1,0,0,7.578,9.792000000000002,132.2,157.0,813.6,786.7,0,09-10-2023,2123,2023,10
Corrida dois sóis para cada um 😆☀️☀️☀️,10.0933,3858,3863,107.5,Corrida,10000118258,2023-10-08 08:32:32+00:00,2,4,0,0,9.4068,13.59,170.2,187.0,838.2,784.3,1,08-10-2023,3858,2023,10
Corrida ao entardecer,6.2141,2513,2599,64.3,Corrida,9989884378,2023-10-06 18:22:56+00:00,0,1,0,0,8.9028,13.3308,157.3,179.0,864.9,801.9,0,06-10-2023,2513,2023,10
Treinamento com peso vespertino,0.0,5715,5715,0.0,Treino com peso,9989558958,2023-10-05 17:47:56+00:00,0,0,0,0,0.0,0.0,103.1,150.0,0.0,0.0,0,05-10-2023,5715,2023,10
Corrida ao entardecer,3.2488,1600,1686,27.8,Corrida,9977924197,2023-10-04 18:12:12+00:00,0,3,0,0,7.308,16.470000000000002,137.1,167.0,837.1,811.5,0,04-10-2023,1600,2023,10
Corrida da tarde,1.389,379,1247,3.5,Corrida,9977805276,2023-10-04 17:45:50+00:00,1,3,0,0,13.194,13.6332,140.3,165.0,815.1,811.5,0,04-10-2023,379,2023,10
Treinamento com peso vespertino,0.0,6078,6078,0.0,Treino com peso,9974096849,2023-10-03 17:46:09+00:00,0,2,0,0,0.0,0.0,105.8,162.0,0.0,0.0,0,03-10-2023,6078,2023,10
Corrida ao entardecer,5.0165,2272,2297,29.7,Corrida,9974096871,2023-10-02 18:22:06+00:00,0,5,0,0,7.948800000000001,10.35,148.5,179.0,816.2,786.7,0,02-10-2023,2272,2023,10
Treino de bom dia ☀️,12.023299999999999,5283,5528,110.2,Corrida,9954643223,2023-10-01 05:42:27+00:00,2,2,0,0,8.1936,14.8392,149.5,171.0,838.3,784.3,0,01-10-2023,5283,2023,10
Treinamento com peso matinal,0.0,7512,7512,0.0,Treino com peso,9954642474,2023-09-30 08:29:46+00:00,0,1,0,0,0.0,0.0,96.8,142.0,0.0,0.0,0,30-09-2023,7512,2023,9
Corrida ao entardecer,7.144,3175,3320,49.7,Corrida,9945468002,2023-09-29 18:18:06+00:00,0,2,0,0,8.1,16.2072,145.0,172.0,843.6,811.4,0,29-09-2023,3175,2023,9
Treinamento com peso vespertino,0.0,5309,5309,0.0,Treino com peso,9942653289,2023-09-28 17:50:14+00:00,0,0,0,0,0.0,0.0,104.1,146.0,0.0,0.0,0,28-09-2023,5309,2023,9
Corrida da tarde,7.0001999999999995,2984,3034,51.8,Corrida,9933402816,2023-09-27 17:44:32+00:00,0,4,0,0,8.4456,14.508000000000001,158.4,180.0,844.8,801.3,0,27-09-2023,2984,2023,9
Treinamento com peso vespertino,0.0,5335,5335,0.0,Treino com peso,9933139129,2023-09-26 17:51:59+00:00,0,0,0,0,0.0,0.0,113.1,146.0,0.0,0.0,0,26-09-2023,5335,2023,9
Corrida ao entardecer,5.8629,2540,2654,18.0,Corrida,9920275642,2023-09-25 18:16:03+00:00,0,3,0,0,8.3088,26.3376,142.6,173.0,816.1,811.4,0,25-09-2023,2540,2023,9
Corrida matinal,5.975899999999999,2488,2530,30.9,Corrida,9910544412,2023-09-24 06:51:28+00:00,0,1,0,0,8.647200000000002,12.5424,158.8,174.0,832.0,785.4,0,24-09-2023,2488,2023,9
Treinamento com peso matinal,0.0,5570,5570,0.0,Treino com peso,9909726566,2023-09-23 10:18:01+00:00,0,0,0,0,0.0,0.0,98.4,152.0,0.0,0.0,0,23-09-2023,5570,2023,9
Corrida ao entardecer,10.0097,3747,3818,45.8,Corrida,9901085666,2023-09-22 18:33:03+00:00,8,4,0,0,9.615599999999999,14.904,163.7,179.0,842.7,776.9,4,22-09-2023,3747,2023,9
Corrida ao entardecer,1.0354,490,509,30.3,Corrida,9900866292,2023-09-22 18:23:05+00:00,0,2,0,0,7.6068,11.5416,145.2,163.0,842.9,812.1,0,22-09-2023,490,2023,9
Treinamento com peso vespertino,0.0,5823,5823,0.0,Treino com peso,9900670542,2023-09-21 17:47:06+00:00,0,0,0,0,0.0,0.0,116.4,159.0,0.0,0.0,0,21-09-2023,5823,2023,9
Corrida da tarde,7.025600000000001,2991,3021,47.4,Corrida,9889105465,2023-09-20 17:39:02+00:00,0,1,0,0,8.4564,12.243599999999999,155.3,179.0,844.6,807.2,0,20-09-2023,2991,2023,9
Treinamento com peso vespertino,0.0,4020,4020,0.0,Treino com peso,9888774939,2023-09-19 17:50:01+00:00,0,0,0,0,0.0,0.0,111.6,145.0,0.0,0.0,0,19-09-2023,4020,2023,9
Corrida ao entardecer,0.8957999999999999,397,426,0.0,Corrida,9876151550,2023-09-18 19:03:33+00:00,0,2,0,0,8.125200000000001,11.3976,140.1,149.0,0.0,0.0,0,18-09-2023,397,2023,9
Corrida ao entardecer,0.17859999999999998,58,63,5.2,Corrida,9876151325,2023-09-18 19:02:02+00:00,0,2,0,0,11.0844,13.899600000000001,117.1,140.0,839.8,832.9,0,18-09-2023,58,2023,9
Corrida ao entardecer,0.17809999999999998,57,61,5.1,Corrida,9876151289,2023-09-18 18:59:11+00:00,0,2,0,0,11.25,12.481200000000001,135.7,141.0,839.6,832.7,0,18-09-2023,57,2023,9
Corrida ao entardecer,0.18669999999999998,62,66,5.4,Corrida,9876151535,2023-09-18 18:55:28+00:00,0,2,0,0,10.8396,13.662,111.3,122.0,839.7,832.5,0,18-09-2023,62,2023,9
Corrida ao entardecer,0.1832,60,65,5.3,Corrida,9876151539,2023-09-18 18:52:31+00:00,0,2,0,0,10.9908,12.2868,143.4,153.0,839.8,832.7,0,18-09-2023,60,2023,9
Corrida ao entardecer,0.1785,61,66,5.1,Corrida,9876151288,2023-09-18 18:49:24+00:00,0,2,0,0,10.5372,12.582,143.1,148.0,839.8,832.9,0,18-09-2023,61,2023,9
Corrida ao entardecer,0.1875,62,62,5.5,Corrida,9876151300,2023-09-18 18:46:16+00:00,0,2,0,0,10.89,13.5936,134.6,140.0,839.8,832.5,0,18-09-2023,62,2023,9
Corrida ao entardecer,0.1866,58,64,5.5,Corrida,9876032759,2023-09-18 18:42:57+00:00,0,2,0,0,11.5812,12.5424,148.9,158.0,839.4,832.2,0,18-09-2023,58,2023,9
Corrida ao entardecer,0.1956,66,66,5.7,Corrida,9876032756,2023-09-18 18:39:54+00:00,0,2,0,0,10.6668,14.8392,132.0,146.0,839.4,832.0,0,18-09-2023,66,2023,9
Corrida ao entardecer,2.9194,1390,1394,25.7,Corrida,9876032832,2023-09-18 18:16:15+00:00,0,2,0,0,7.5600000000000005,12.1212,145.6,159.0,832.1,807.5,0,18-09-2023,1390,2023,9
Morning Run,10.1108,3814,4178,79.8,Corrida,9866204900,2023-09-17 06:36:09+00:00,3,1,0,0,9.5436,34.902,168.1,181.0,832.9,781.5,1,17-09-2023,3814,2023,9
Treinamento com peso matinal,0.0,11458,11458,0.0,Treino com peso,9865469169,2023-09-16 08:25:29+00:00,0,0,0,0,0.0,0.0,96.3,145.0,0.0,0.0,0,16-09-2023,11458,2023,9
Treinamento com peso vespertino,0.0,4134,4134,0.0,Treino com peso,9865468986,2023-09-14 17:46:36+00:00,0,0,0,0,0.0,0.0,103.1,135.0,0.0,0.0,0,14-09-2023,4134,2023,9
Corrida ao entardecer,0.1986,65,68,5.6,Corrida,9844089185,2023-09-13 18:41:44+00:00,0,0,0,0,10.998000000000001,14.0472,140.1,144.0,839.4,832.1,0,13-09-2023,65,2023,9
Corrida ao entardecer,0.1983,64,68,5.5,Corrida,9844089137,2023-09-13 18:38:12+00:00,0,0,0,0,11.156400000000001,13.496400000000001,158.7,170.0,839.2,832.0,0,13-09-2023,64,2023,9
Corrida ao entardecer,0.1992,63,67,5.4,Corrida,9844089201,2023-09-13 18:34:54+00:00,0,0,0,0,11.3796,12.6864,128.7,140.0,839.4,832.1,0,13-09-2023,63,2023,9
Corrida ao entardecer,0.1987,64,68,5.5,Corrida,9844089140,2023-09-13 18:31:29+00:00,0,0,0,0,11.178,13.5144,151.8,158.0,839.4,832.1,0,13-09-2023,64,2023,9
Corrida ao entardecer,0.19569999999999999,63,67,5.4,Corrida,9844089194,2023-09-13 18:28:17+00:00,0,0,0,0,11.1816,13.5468,152.6,166.0,839.4,832.2,0,13-09-2023,63,2023,9
Corrida ao entardecer,0.193,63,68,5.2,Corrida,9844089136,2023-09-13 18:24:59+00:00,0,0,0,0,11.026800000000001,15.0984,156.8,168.0,839.5,832.5,0,13-09-2023,63,2023,9
Corrida ao entardecer,0.1995,65,68,5.5,Corrida,9844089195,2023-09-13 18:21:38+00:00,0,0,0,0,11.0484,13.4784,151.5,169.0,839.5,832.2,0,13-09-2023,65,2023,9
Corrida ao entardecer,0.2003,66,66,5.5,Corrida,9844089147,2023-09-13 18:18:23+00:00,0,0,0,0,10.9224,14.576400000000001,132.9,145.0,839.3,832.0,0,13-09-2023,66,2023,9
Corrida ao entardecer,0.2032,60,65,5.7,Corrida,9844089139,2023-09-13 18:15:08+00:00,0,0,0,0,12.193200000000001,14.958000000000002,148.2,165.0,839.6,832.2,0,13-09-2023,60,2023,9
Corrida ao entardecer,0.2039,61,61,5.6,Corrida,9843970489,2023-09-13 18:11:55+00:00,0,0,0,0,12.0312,15.732000000000001,123.2,129.0,839.6,832.1,0,13-09-2023,61,2023,9
Corrida da tarde,3.4036,1429,1464,14.0,Corrida,9843970527,2023-09-13 17:40:36+00:00,0,1,0,0,8.5752,12.1356,149.6,168.0,813.8,801.3,0,13-09-2023,1429,2023,9
Treinamento com peso vespertino,0.0,5211,5211,0.0,Treino com peso,9843789589,2023-09-12 17:52:07+00:00,0,0,0,0,0.0,0.0,109.3,145.0,0.0,0.0,0,12-09-2023,5211,2023,9
Corrida ao entardecer,0.7273999999999999,272,276,11.8,Corrida,9830727308,2023-09-11 18:53:45+00:00,0,1,0,0,9.6264,13.032,162.5,174.0,806.5,793.5,0,11-09-2023,272,2023,9
Corrida ao entardecer,5.347,2105,2109,19.6,Corrida,9830679300,2023-09-11 18:17:20+00:00,3,1,0,0,9.144,13.784400000000002,161.3,174.0,813.6,780.5,0,11-09-2023,2105,2023,9
Treinamento com peso matinal,0.0,7879,7879,0.0,Treino com peso,9825214154,2023-09-09 08:29:29+00:00,0,1,0,0,0.0,0.0,90.3,151.0,0.0,0.0,0,09-09-2023,7879,2023,9
Corrida da tarde,7.0377,2670,2803,61.9,Corrida,9798122140,2023-09-06 17:49:49+00:00,3,0,0,0,9.489600000000001,12.625200000000001,165.2,178.0,845.0,785.4,1,06-09-2023,2670,2023,9
Treinamento com peso vespertino,0.0,6673,6673,0.0,Treino com peso,9797910443,2023-09-05 17:53:02+00:00,0,0,0,0,0.0,0.0,110.2,157.0,0.0,0.0,0,05-09-2023,6673,2023,9
Corrida ao entardecer,5.0118,2165,2194,29.2,Corrida,9784576152,2023-09-04 18:10:41+00:00,0,2,0,0,8.334,12.7476,148.6,168.0,813.6,785.4,0,04-09-2023,2165,2023,9
7• Mais Saúde Panelão,4.7635,1659,1677,16.1,Corrida,9776807097,2023-09-03 09:01:14+00:00,5,4,0,0,10.3356,15.955200000000001,166.7,187.0,791.4,775.1,3,03-09-2023,1659,2023,9
Corrida ao entardecer,9.8321,4356,4513,46.1,Corrida,9764634938,2023-09-01 18:24:00+00:00,0,1,0,0,8.125200000000001,12.1608,143.2,162.0,813.6,775.1,0,01-09-2023,4356,2023,9
Treinamento com peso ao entardecer,0.0,4384,4384,0.0,Treino com peso,9764234398,2023-08-31 18:02:40+00:00,0,1,0,0,0.0,0.0,100.1,139.0,0.0,0.0,0,31-08-2023,4384,2023,8
Corrida da tarde,5.78,2384,2384,0.0,Corrida,9752156419,2023-08-30 17:45:20+00:00,0,1,0,0,8.7264,8.7264,127.5,181.0,0.0,0.0,0,30-08-2023,2384,2023,8
1• Corrida AABB,5.0565,1749,1754,28.9,Corrida,9729959742,2023-08-27 07:30:52+00:00,7,2,0,0,10.3788,15.152399999999998,131.7,184.0,813.6,786.7,1,27-08-2023,1749,2023,8
Corrida ao entardecer,4.9965,1970,1988,27.9,Corrida,9720471505,2023-08-25 18:23:16+00:00,0,1,0,0,9.1296,12.934800000000001,165.0,188.0,813.6,786.7,0,25-08-2023,1970,2023,8
Treinamento com peso vespertino,0.0,5565,5565,0.0,Treino com peso,9719626698,2023-08-24 17:56:09+00:00,0,1,0,0,0.0,0.0,121.6,162.0,0.0,0.0,0,24-08-2023,5565,2023,8
Corrida da tarde,5.0484,1889,2001,29.2,Corrida,9708289588,2023-08-23 17:52:50+00:00,0,1,0,0,9.6228,13.6728,147.0,178.0,813.6,785.4,0,23-08-2023,1889,2023,8
Caminhada vespertina,1.0086,482,482,12.7,Caminhada,9708074431,2023-08-23 17:44:15+00:00,0,1,0,0,7.5312,10.062,161.8,176.0,824.9,811.4,0,23-08-2023,482,2023,8
Treinamento com peso vespertino,0.0,5689,5689,0.0,Treino com peso,9708014691,2023-08-22 17:46:45+00:00,0,1,0,0,0.0,0.0,108.7,146.0,0.0,0.0,0,22-08-2023,5689,2023,8
Corrida matinal,5.0433,1716,1727,27.9,Corrida,9684797879,2023-08-20 07:44:42+00:00,5,3,0,0,10.580400000000001,14.741999999999999,151.8,184.0,813.6,786.7,4,20-08-2023,1716,2023,8
Corrida ao entardecer,3.7691,1805,1822,20.9,Corrida,9675213337,2023-08-18 18:19:41+00:00,0,1,0,0,7.516800000000001,10.746,123.1,153.0,813.6,793.3,0,18-08-2023,1805,2023,8
Treinamento com peso vespertino,0.0,5926,5926,0.0,Treino com peso,9672708670,2023-08-17 17:49:20+00:00,0,1,0,0,0.0,0.0,109.0,157.0,0.0,0.0,0,17-08-2023,5926,2023,8
Corrida da tarde,6.04,2341,2457,41.7,Corrida,9662357343,2023-08-16 17:45:05+00:00,2,2,0,0,9.288,13.8564,162.4,185.0,824.7,785.4,0,16-08-2023,2341,2023,8
Treinamento com peso vespertino,0.0,5688,5688,0.0,Treino com peso,9662045106,2023-08-15 17:42:14+00:00,0,1,0,0,0.0,0.0,104.5,152.0,0.0,0.0,0,15-08-2023,5688,2023,8
Corrida ao entardecer,5.018,1855,1907,25.9,Corrida,9648450110,2023-08-14 18:25:09+00:00,0,1,0,0,9.738000000000001,22.791600000000003,166.1,177.0,812.7,786.7,0,14-08-2023,1855,2023,8
Corrida ao entardecer,1.0183,454,454,12.6,Corrida,9648268224,2023-08-14 18:16:58+00:00,0,1,0,0,8.0748,10.0008,114.2,141.0,824.9,811.5,0,14-08-2023,454,2023,8
Treinamento com peso matinal,0.0,5779,5779,0.0,Treino com peso,9632936803,2023-08-12 09:28:19+00:00,0,0,0,0,0.0,0.0,97.6,142.0,0.0,0.0,0,12-08-2023,5779,2023,8
Corrida ao entardecer,15.0692,6375,6732,135.2,Corrida,9629195686,2023-08-11 18:21:05+00:00,4,3,0,0,8.5104,26.478,157.6,177.0,864.9,775.3,3,11-08-2023,6375,2023,8
Treinamento com peso vespertino,0.0,6607,6607,0.0,Treino com peso,9628646623,2023-08-10 17:46:56+00:00,0,0,0,0,0.0,0.0,116.8,162.0,0.0,0.0,0,10-08-2023,6607,2023,8
Treino 36/41 💪🏽,8.0817,3185,3354,63.6,Corrida,9618873294,2023-08-09 17:45:25+00:00,1,2,0,0,9.1332,14.4792,164.9,184.0,844.8,785.4,0,09-08-2023,3185,2023,8
Treinamento com peso vespertino,0.0,6897,6897,0.0,Treino com peso,9616657286,2023-08-08 17:47:02+00:00,0,1,0,0,0.0,0.0,109.9,152.0,0.0,0.0,0,08-08-2023,6897,2023,8
Corrida ao entardecer,5.0133,2316,2328,39.5,Corrida,9616658871,2023-08-07 18:20:09+00:00,0,0,0,0,7.7940000000000005,10.580400000000001,142.9,155.0,825.3,787.9,0,07-08-2023,2316,2023,8
2• Corrida da Saúde Itaúna ,6.165100000000001,2298,2311,40.6,Corrida,9593500702,2023-08-06 08:38:04+00:00,3,6,0,0,9.604800000000001,13.5612,114.7,183.0,857.5,814.0,1,06-08-2023,2298,2023,8
Treinamento com peso matinal,0.0,8328,8328,0.0,Treino com peso,9592531559,2023-08-05 08:15:10+00:00,0,1,0,0,0.0,0.0,87.0,127.0,0.0,0.0,0,05-08-2023,8328,2023,8
Treino matinal,0.0,1923,1923,0.0,Treino livre,9592531291,2023-08-05 07:09:01+00:00,0,1,0,0,0.0,0.0,144.5,190.0,0.0,0.0,0,05-08-2023,1923,2023,8
Corrida ao entardecer,7.0036000000000005,2808,2848,50.7,Corrida,9583933943,2023-08-04 18:20:59+00:00,1,1,0,0,8.9784,15.105599999999999,160.4,181.0,822.6,786.7,0,04-08-2023,2808,2023,8
Treinamento com peso vespertino,0.0,6844,6844,0.0,Treino com peso,9583701713,2023-08-03 17:57:57+00:00,0,1,0,0,0.0,0.0,109.7,158.0,0.0,0.0,0,03-08-2023,6844,2023,8
Corrida ao entardecer,0.8019,279,284,2.4,Corrida,9571618704,2023-08-02 18:38:48+00:00,0,0,0,0,10.346400000000001,12.5532,160.0,179.0,814.0,811.1,0,02-08-2023,279,2023,8
Corrida ao entardecer,0.7855,261,265,2.1,Corrida,9571618706,2023-08-02 18:32:11+00:00,0,0,0,0,10.836,13.3452,159.2,182.0,814.6,811.5,0,02-08-2023,261,2023,8
Corrida ao entardecer,0.5559,188,193,2.2,Corrida,9571618714,2023-08-02 18:26:43+00:00,0,0,0,0,10.645199999999999,13.0176,164.2,174.0,813.7,811.1,0,02-08-2023,188,2023,8
Corrida ao entardecer,0.2352,78,81,0.0,Corrida,9571618698,2023-08-02 18:24:52+00:00,0,0,0,0,10.854000000000001,14.9148,148.1,168.0,0.0,0.0,0,02-08-2023,78,2023,8
Corrida ao entardecer,0.7874,259,262,2.1,Corrida,9571550512,2023-08-02 18:18:56+00:00,0,0,0,0,10.944,12.7332,123.2,138.0,814.7,811.5,0,02-08-2023,259,2023,8
Corrida ao entardecer,0.816,281,292,2.3,Corrida,9571550517,2023-08-02 18:11:09+00:00,0,0,0,0,10.4544,12.4452,152.0,166.0,813.9,811.0,0,02-08-2023,281,2023,8
Corrida ao entardecer,0.7842,259,263,2.1,Corrida,9571550505,2023-08-02 18:05:14+00:00,0,0,0,0,10.9008,14.184,139.1,161.0,814.6,811.5,0,02-08-2023,259,2023,8
Corrida da tarde,0.7851,259,262,2.3,Corrida,9571550504,2023-08-02 17:58:40+00:00,1,0,0,0,10.9116,13.9176,124.7,138.0,813.9,811.1,1,02-08-2023,259,2023,8
Corrida da tarde,0.8001,248,257,2.1,Corrida,9571550507,2023-08-02 17:52:11+00:00,0,0,0,0,11.6136,15.2316,133.2,148.0,814.8,811.5,0,02-08-2023,248,2023,8
Corrida da tarde,0.9991,441,467,19.8,Corrida,9571431511,2023-08-02 17:41:32+00:00,0,0,0,0,8.154,15.296399999999998,143.9,158.0,831.8,811.4,0,02-08-2023,441,2023,8
Treinamento com peso vespertino,0.0,5876,5876,0.0,Treino com peso,9571357157,2023-08-01 17:42:06+00:00,0,0,0,0,0.0,0.0,105.7,159.0,0.0,0.0,0,01-08-2023,5876,2023,8
Corrida ao entardecer,0.2636,77,82,0.0,Corrida,9558541807,2023-07-31 18:58:51+00:00,0,0,0,0,12.3228,15.659999999999998,154.2,171.0,0.0,0.0,0,31-07-2023,77,2023,7
Corrida ao entardecer,0.2635,85,90,0.0,Corrida,9558541810,2023-07-31 18:56:29+00:00,0,0,0,0,11.16,14.785200000000001,153.4,155.0,0.0,0.0,0,31-07-2023,85,2023,7
Corrida ao entardecer,0.2785,86,86,0.0,Corrida,9558469331,2023-07-31 18:54:14+00:00,0,0,0,0,11.6568,14.0616,155.4,173.0,0.0,0.0,0,31-07-2023,86,2023,7
Corrida ao entardecer,0.2728,91,91,0.0,Corrida,9558469247,2023-07-31 18:51:30+00:00,0,0,0,0,10.792800000000002,13.7628,149.7,161.0,0.0,0.0,0,31-07-2023,91,2023,7
Corrida ao entardecer,0.2696,82,86,0.0,Corrida,9558469258,2023-07-31 18:48:59+00:00,0,0,0,0,11.8368,15.1668,146.7,153.0,0.0,0.0,0,31-07-2023,82,2023,7
Corrida ao entardecer,0.2732,89,89,0.0,Corrida,9558469254,2023-07-31 18:46:36+00:00,0,0,0,0,11.052,13.4388,151.2,166.0,0.0,0.0,0,31-07-2023,89,2023,7
